performanceid,employeeid,reviewdate,environmentsatisfaction,jobsatisfaction,relationshipsatisfaction,trainingopportunitieswithinyear,trainingopportunitiestaken,worklifebalance,selfrating,managerrating,performance_gap,review_year,rating_category,worklife_balance_category,training_flag,satisfaction_score
PR4378,3012-1A41,2020-10-29,3,2,5,1,0,3,5,4,-1,2020,High,Average,1,2.5
PR4379,6280-B47F,2020-10-30,4,4,3,3,1,2,3,3,0,2020,Medium,Poor,1,4.0
PR438,79F3-8AA5,2015-01-01,3,2,2,1,2,4,5,4,-1,2015,High,Good,1,2.5
PR4380,0868-097F,2020-10-30,4,4,2,1,3,4,4,3,-1,2020,Medium,Good,1,4.0
PR4381,7B9D-8612,2020-10-30,4,4,3,1,0,4,4,4,0,2020,Medium,Good,1,4.0
PR4382,D457-AB87,2020-10-30,5,3,2,2,0,3,4,3,-1,2020,Medium,Average,1,4.0
PR4383,B1BC-0011,2020-10-30,3,5,3,1,3,5,4,3,-1,2020,Medium,,1,4.0
PR4384,C1C6-F683,2020-10-31,5,3,4,3,1,3,4,3,-1,2020,Medium,Average,1,4.0
PR4385,D712-9E1C,2020-10-31,5,2,3,3,1,2,4,4,0,2020,Medium,Poor,1,3.5
PR4386,EBBD-37D4,2020-11-01,5,4,2,2,2,2,4,4,0,2020,Medium,Poor,1,4.5
PR4387,0240-4D29,2020-11-01,3,5,5,2,1,4,5,4,-1,2020,High,Good,1,4.0
PR4388,7FA1-BC64,2020-11-02,5,5,3,1,0,3,3,2,-1,2020,Medium,Average,1,5.0
PR4389,D245-5D80,2020-11-02,3,2,2,1,1,4,4,3,-1,2020,Medium,Good,1,2.5
PR439,79F7-78EC,2015-01-02,4,3,4,3,1,2,4,3,-1,2015,Medium,Poor,1,3.5
PR4390,DD78-E811,2020-11-03,5,5,3,3,0,4,4,4,0,2020,Medium,Good,1,5.0
PR4391,EC6E-7F42,2020-11-04,4,3,2,3,1,5,4,4,0,2020,Medium,,1,3.5
PR4392,2407-5A4E,2020-11-04,4,3,2,1,0,3,3,3,0,2020,Medium,Average,1,3.5
PR4393,1363-6BF9,2020-11-05,4,2,2,1,0,2,4,4,0,2020,Medium,Poor,1,3.0
PR4394,1C24-233B,2020-11-05,5,5,3,2,3,5,4,3,-1,2020,Medium,,1,5.0
PR4395,67ED-A630,2020-11-05,4,4,5,2,1,3,5,4,-1,2020,High,Average,1,4.0
PR4396,CC7A-EE97,2020-11-05,3,3,4,1,1,5,5,4,-1,2020,High,,1,3.0
PR4397,41A7-9C19,2020-11-05,5,2,2,1,3,5,3,2,-1,2020,Medium,,1,3.5
PR4398,FD95-9EEB,2020-11-06,4,2,4,2,1,4,3,3,0,2020,Medium,Good,1,3.0
PR4399,4C62-5BE8,2020-11-06,4,4,2,3,2,5,5,5,0,2020,High,,1,4.0
PR44,5476-CA0D,2013-02-06,5,3,5,3,2,3,5,5,0,2013,High,Average,1,4.0
PR440,B61E-0F26,2015-01-03,5,3,3,3,0,4,5,4,-1,2015,High,Good,1,4.0
PR4400,B679-F7C9,2020-11-06,5,4,4,2,2,3,4,4,0,2020,Medium,Average,1,4.5
PR4401,AFDF-3DA8,2020-11-07,3,2,5,1,1,2,4,3,-1,2020,Medium,Poor,1,2.5
PR4402,3642-EEAE,2020-11-07,5,3,5,1,2,5,5,4,-1,2020,High,,1,4.0
PR4403,BAB4-3AC8,2020-11-07,3,4,4,2,2,4,4,3,-1,2020,Medium,Good,1,3.5
PR4404,AD1C-2AC5,2020-11-07,5,3,5,2,0,2,4,4,0,2020,Medium,Poor,1,4.0
PR4405,BFF3-AADC,2020-11-08,3,2,5,3,1,4,5,5,0,2020,High,Good,1,2.5
PR4406,AB4A-E71A,2020-11-08,4,1,1,3,0,1,3,2,-1,2020,Medium,Poor,1,2.5
PR4407,D871-1F74,2020-11-08,3,4,2,3,0,4,3,3,0,2020,Medium,Good,1,3.5
PR4408,8DB6-5FC6,2020-11-08,4,4,4,3,2,3,5,4,-1,2020,High,Average,1,4.0
PR4409,4FC2-A40D,2020-11-09,2,4,4,3,0,2,5,5,0,2020,High,Poor,1,3.0
PR441,F5E3-48BB,2015-01-03,5,3,4,3,0,3,4,3,-1,2015,Medium,Average,1,4.0
PR4410,3E4A-F28F,2020-11-10,4,4,4,3,2,3,4,4,0,2020,Medium,Average,1,4.0
PR4411,F578-F0C8,2020-11-10,4,4,2,1,1,4,4,3,-1,2020,Medium,Good,1,4.0
PR4412,2A04-49D1,2020-11-10,4,2,5,1,0,3,4,4,0,2020,Medium,Average,1,3.0
PR4413,F9E1-87E9,2020-11-11,5,5,4,1,1,4,4,4,0,2020,Medium,Good,1,5.0
PR4414,EA3A-E005,2020-11-11,5,2,5,3,2,5,5,4,-1,2020,High,,1,3.5
PR4415,A696-1216,2020-11-12,3,5,2,1,0,3,4,4,0,2020,Medium,Average,1,4.0
PR4416,9728-1A5B,2020-11-13,3,2,2,2,2,4,5,4,-1,2020,High,Good,1,2.5
PR4417,4565-62DE,2020-11-14,3,3,4,1,1,5,4,4,0,2020,Medium,,1,3.0
PR4418,1D32-9620,2020-11-14,3,3,4,1,1,5,3,2,-1,2020,Medium,,1,3.0
PR4419,FB6A-3F11,2020-11-14,5,4,3,2,0,4,3,3,0,2020,Medium,Good,1,4.5
PR442,C2DD-9D37,2015-01-03,4,2,3,2,0,3,4,4,0,2015,Medium,Average,1,3.0
PR4420,C395-8C36,2020-11-16,4,4,4,3,1,5,5,4,-1,2020,High,,1,4.0
PR4421,B063-A2B5,2020-11-16,3,3,4,1,0,4,4,3,-1,2020,Medium,Good,1,3.0
PR4422,FB5B-C127,2020-11-16,4,3,2,2,1,5,4,4,0,2020,Medium,,1,3.5
PR4423,C25C-C434,2020-11-17,4,4,3,2,2,2,3,2,-1,2020,Medium,Poor,1,4.0
PR4424,4DA0-81D7,2020-11-17,4,5,3,2,2,3,4,3,-1,2020,Medium,Average,1,4.5
PR4425,7DD6-128C,2020-11-17,5,4,2,3,1,3,4,4,0,2020,Medium,Average,1,4.5
PR4426,0145-DBFC,2020-11-18,3,5,2,3,1,2,5,4,-1,2020,High,Poor,1,4.0
PR4427,8292-6635,2020-11-18,4,5,3,3,1,2,4,3,-1,2020,Medium,Poor,1,4.5
PR4428,8328-A764,2020-11-18,4,2,3,1,1,4,4,3,-1,2020,Medium,Good,1,3.0
PR4429,085C-7FC2,2020-11-19,5,3,5,2,0,5,4,3,-1,2020,Medium,,1,4.0
PR443,0678-748A,2015-01-04,5,3,3,3,0,5,3,2,-1,2015,Medium,,1,4.0
PR4430,8078-6154,2020-11-19,4,5,2,2,0,4,5,4,-1,2020,High,Good,1,4.5
PR4431,CC88-AE14,2020-11-19,3,2,2,2,0,3,4,3,-1,2020,Medium,Average,1,2.5
PR4432,7FFD-C810,2020-11-20,3,4,5,2,1,2,5,4,-1,2020,High,Poor,1,3.5
PR4433,9360-3A68,2020-11-20,5,5,2,2,3,5,5,4,-1,2020,High,,1,5.0
PR4434,3D9E-FB05,2020-11-20,3,4,4,1,0,4,5,4,-1,2020,High,Good,1,3.5
PR4435,C219-6C2E,2020-11-21,4,5,4,1,3,5,5,4,-1,2020,High,,1,4.5
PR4436,757F-78FE,2020-11-21,5,3,3,1,3,4,3,3,0,2020,Medium,Good,1,4.0
PR4437,1749-81A2,2020-11-22,3,3,3,1,0,3,4,4,0,2020,Medium,Average,1,3.0
PR4438,C22D-CE5F,2020-11-23,3,3,5,3,3,3,5,5,0,2020,High,Average,1,3.0
PR4439,E523-D168,2020-11-23,4,4,4,3,2,2,4,3,-1,2020,Medium,Poor,1,4.0
PR444,541F-3E19,2015-01-04,5,3,4,3,1,5,4,4,0,2015,Medium,,1,4.0
PR4440,5B11-3DB3,2020-11-24,3,2,5,3,0,4,4,3,-1,2020,Medium,Good,1,2.5
PR4441,6A2B-42DB,2020-11-24,3,3,4,1,0,4,3,3,0,2020,Medium,Good,1,3.0
PR4442,F838-C681,2020-11-24,5,3,5,2,1,2,4,4,0,2020,Medium,Poor,1,4.0
PR4443,6413-42F1,2020-11-24,4,3,4,1,2,3,4,4,0,2020,Medium,Average,1,3.5
PR4444,3994-472A,2020-11-25,5,4,4,1,3,3,4,4,0,2020,Medium,Average,1,4.5
PR4445,12B5-11CC,2020-11-26,5,3,2,1,3,2,4,4,0,2020,Medium,Poor,1,4.0
PR4446,4969-9A35,2020-11-27,5,5,5,2,0,3,3,3,0,2020,Medium,Average,1,5.0
PR4447,2BEA-43B2,2020-11-27,5,3,2,1,3,5,3,3,0,2020,Medium,,1,4.0
PR4448,6A67-EC2C,2020-11-27,2,3,4,2,0,4,3,3,0,2020,Medium,Good,1,2.5
PR4449,C54B-DBC5,2020-11-28,4,1,3,2,3,1,4,4,0,2020,Medium,Poor,1,2.5
PR445,F93E-BDEF,2015-01-04,3,2,4,2,0,2,4,3,-1,2015,Medium,Poor,1,2.5
PR4450,B312-7192,2020-11-28,4,3,1,1,2,4,3,2,-1,2020,Medium,Good,1,3.5
PR4451,296A-A685,2020-11-29,4,3,2,1,1,3,5,4,-1,2020,High,Average,1,3.5
PR4452,9FE1-0345,2020-11-30,1,1,4,3,0,2,5,5,0,2020,High,Poor,1,1.0
PR4453,F265-79B0,2020-11-30,3,2,3,1,2,3,5,5,0,2020,High,Average,1,2.5
PR4454,4886-62DF,2020-12-01,4,3,3,1,1,4,3,2,-1,2020,Medium,Good,1,3.5
PR4455,6987-6124,2020-12-01,5,2,3,1,0,2,3,2,-1,2020,Medium,Poor,1,3.5
PR4456,BD70-7DAE,2020-12-02,5,4,5,1,0,4,3,3,0,2020,Medium,Good,1,4.5
PR4457,DDAC-D5FD,2020-12-02,3,4,2,2,0,4,3,3,0,2020,Medium,Good,1,3.5
PR4458,ACB2-6640,2020-12-02,4,3,4,2,1,3,3,2,-1,2020,Medium,Average,1,3.5
PR4459,3D71-8DC2,2020-12-04,4,5,2,1,1,5,4,3,-1,2020,Medium,,1,4.5
PR446,C0A1-EB7D,2015-01-05,5,4,2,2,1,3,3,2,-1,2015,Medium,Average,1,4.5
PR4460,A923-9EF6,2020-12-04,5,5,5,2,1,2,4,3,-1,2020,Medium,Poor,1,5.0
PR4461,DFA9-990E,2020-12-04,5,3,3,1,0,4,3,3,0,2020,Medium,Good,1,4.0
PR4462,D39D-4015,2020-12-04,3,4,2,2,1,2,4,4,0,2020,Medium,Poor,1,3.5
PR4463,4A39-E8E6,2020-12-04,3,5,3,1,0,3,3,3,0,2020,Medium,Average,1,4.0
PR4464,1A82-AF2C,2020-12-04,3,3,4,3,1,2,5,5,0,2020,High,Poor,1,3.0
PR4465,C6EC-FEB5,2020-12-06,5,3,2,3,1,5,3,2,-1,2020,Medium,,1,4.0
PR4466,1B4A-5D80,2020-12-06,5,4,3,1,1,2,5,4,-1,2020,High,Poor,1,4.5
PR4467,598D-E3B4,2020-12-07,5,3,2,1,1,4,4,4,0,2020,Medium,Good,1,4.0
PR4468,B98B-4689,2020-12-07,3,4,5,1,0,2,4,3,-1,2020,Medium,Poor,1,3.5
PR4469,DBF0-2EA3,2020-12-07,4,4,5,1,0,5,5,5,0,2020,High,,1,4.0
PR447,2B5B-7A52,2015-01-06,3,5,5,3,3,5,3,3,0,2015,Medium,,1,4.0
PR4470,63BF-A86A,2020-12-08,4,4,4,3,0,2,3,2,-1,2020,Medium,Poor,1,4.0
PR4471,58C8-63FA,2020-12-08,4,5,2,2,2,2,5,4,-1,2020,High,Poor,1,4.5
PR4472,CF8D-7379,2020-12-10,4,5,2,2,1,2,3,3,0,2020,Medium,Poor,1,4.5
PR4473,939F-2461,2020-12-10,3,2,4,3,1,2,3,3,0,2020,Medium,Poor,1,2.5
PR4474,533B-938D,2020-12-11,3,3,4,3,3,5,4,4,0,2020,Medium,,1,3.0
PR4475,BEE2-8052,2020-12-11,5,2,2,2,1,2,5,4,-1,2020,High,Poor,1,3.5
PR4476,E6D9-ADEE,2020-12-12,3,3,2,1,0,2,3,3,0,2020,Medium,Poor,1,3.0
PR4477,E5C1-B122,2020-12-12,4,4,3,3,1,4,4,4,0,2020,Medium,Good,1,4.0
PR4478,08FC-817E,2020-12-14,5,2,4,2,1,5,3,2,-1,2020,Medium,,1,3.5
PR4479,E55E-9436,2020-12-15,5,5,5,1,1,3,5,4,-1,2020,High,Average,1,5.0
PR448,D5DA-363A,2015-01-07,5,4,4,3,0,5,3,3,0,2015,Medium,,1,4.5
PR4480,9CC0-FF43,2020-12-15,4,5,2,3,2,4,3,3,0,2020,Medium,Good,1,4.5
PR4481,3A36-DA50,2020-12-15,5,5,3,3,2,2,4,4,0,2020,Medium,Poor,1,5.0
PR4482,CAD7-01BE,2020-12-15,4,4,5,3,0,5,4,3,-1,2020,Medium,,1,4.0
PR4483,DF94-FD29,2020-12-16,5,2,5,3,1,2,5,5,0,2020,High,Poor,1,3.5
PR4484,9C71-34AE,2020-12-17,5,4,3,3,1,3,4,4,0,2020,Medium,Average,1,4.5
PR4485,8E5B-CBBF,2020-12-17,5,2,5,2,0,5,4,4,0,2020,Medium,,1,3.5
PR4486,C0B9-E4C1,2020-12-17,5,5,5,1,0,4,3,3,0,2020,Medium,Good,1,5.0
PR4487,AF5D-A8C8,2020-12-18,4,5,5,3,1,2,5,5,0,2020,High,Poor,1,4.5
PR4488,DCFE-F601,2020-12-18,4,2,5,1,1,4,4,3,-1,2020,Medium,Good,1,3.0
PR4489,776A-CDBC,2020-12-18,4,5,3,1,0,4,3,3,0,2020,Medium,Good,1,4.5
PR449,9E7A-1F70,2015-01-08,3,2,2,3,1,3,5,5,0,2015,High,Average,1,2.5
PR4490,0CED-EE28,2020-12-19,4,5,3,1,0,5,3,2,-1,2020,Medium,,1,4.5
PR4491,5C61-8F3A,2020-12-19,4,5,5,1,1,2,3,2,-1,2020,Medium,Poor,1,4.5
PR4492,13E5-8466,2020-12-19,3,3,3,3,2,3,4,3,-1,2020,Medium,Average,1,3.0
PR4493,10CE-8403,2020-12-20,5,5,4,2,1,2,5,4,-1,2020,High,Poor,1,5.0
PR4494,A2FB-2D5D,2020-12-21,3,5,3,3,1,3,4,4,0,2020,Medium,Average,1,4.0
PR4495,F93D-CB5A,2020-12-21,5,2,2,3,0,4,5,5,0,2020,High,Good,1,3.5
PR4496,0697-ADC3,2020-12-21,5,4,5,1,1,2,3,3,0,2020,Medium,Poor,1,4.5
PR4497,A896-CDE2,2020-12-21,5,3,3,2,1,2,4,4,0,2020,Medium,Poor,1,4.0
PR4498,5E53-1897,2020-12-22,5,5,4,3,0,4,4,4,0,2020,Medium,Good,1,5.0
PR4499,E681-7B57,2020-12-23,5,2,3,2,1,3,5,5,0,2020,High,Average,1,3.5
PR45,0D1B-DEC2,2013-02-11,4,5,3,1,3,3,5,4,-1,2013,High,Average,1,4.5
PR450,05ED-92F1,2015-01-10,5,4,3,3,3,2,5,4,-1,2015,High,Poor,1,4.5
PR4500,637B-DBAD,2020-12-23,5,3,4,1,0,3,4,3,-1,2020,Medium,Average,1,4.0
PR4501,D836-B375,2020-12-23,5,5,5,2,0,5,3,3,0,2020,Medium,,1,5.0
PR4502,63E9-F74A,2020-12-23,3,5,4,1,1,5,5,4,-1,2020,High,,1,4.0
PR4503,B492-D447,2020-12-23,4,5,4,3,0,5,3,2,-1,2020,Medium,,1,4.5
PR4504,1BAE-4DA1,2020-12-23,4,2,2,3,0,4,5,4,-1,2020,High,Good,1,3.0
PR4505,61CC-2C1D,2020-12-23,3,4,3,1,2,2,4,4,0,2020,Medium,Poor,1,3.5
PR4506,A859-9A84,2020-12-23,3,4,3,1,3,4,4,3,-1,2020,Medium,Good,1,3.5
PR4507,6C42-A719,2020-12-24,4,3,5,3,0,2,3,2,-1,2020,Medium,Poor,1,3.5
PR4508,A9EB-9E41,2020-12-24,4,3,3,2,0,2,4,4,0,2020,Medium,Poor,1,3.5
PR4509,ADA1-966E,2020-12-24,4,3,5,1,0,5,3,3,0,2020,Medium,,1,3.5
PR451,F72D-261D,2015-01-10,5,4,2,1,1,2,5,4,-1,2015,High,Poor,1,4.5
PR4510,4CA1-F139,2020-12-25,3,5,5,3,1,4,3,3,0,2020,Medium,Good,1,4.0
PR4511,DCA7-D382,2020-12-26,3,3,3,3,1,5,5,5,0,2020,High,,1,3.0
PR4512,1609-65E1,2020-12-27,3,2,5,3,1,5,4,4,0,2020,Medium,,1,2.5
PR4513,4D7E-BDA4,2020-12-27,4,5,2,1,2,5,4,4,0,2020,Medium,,1,4.5
PR4514,2857-A950,2020-12-27,3,4,4,1,1,5,5,4,-1,2020,High,,1,3.5
PR4515,03EF-5904,2020-12-28,3,5,4,1,0,3,4,3,-1,2020,Medium,Average,1,4.0
PR4516,74F2-5C55,2020-12-29,3,3,2,2,2,5,5,5,0,2020,High,,1,3.0
PR4517,ACA9-5DC2,2020-12-29,4,5,5,3,0,2,5,5,0,2020,High,Poor,1,4.5
PR4518,211E-BC82,2020-12-29,4,2,4,1,0,2,3,3,0,2020,Medium,Poor,1,3.0
PR4519,E47D-E3C5,2020-12-29,3,5,2,2,0,2,4,3,-1,2020,Medium,Poor,1,4.0
PR452,774E-685D,2015-01-11,3,3,2,1,1,3,3,3,0,2015,Medium,Average,1,3.0
PR4520,097B-A688,2020-12-29,4,2,4,2,1,4,4,4,0,2020,Medium,Good,1,3.0
PR4521,1A2D-52EC,2020-12-29,3,4,3,1,3,4,4,4,0,2020,Medium,Good,1,3.5
PR4522,6CC9-81FC,2020-12-29,3,2,2,3,1,3,5,5,0,2020,High,Average,1,2.5
PR4523,40BE-EEAF,2020-12-30,5,5,5,3,1,3,4,4,0,2020,Medium,Average,1,5.0
PR4524,79F3-8AA5,2020-12-30,5,3,2,1,0,5,4,4,0,2020,Medium,,1,4.0
PR4525,79F7-78EC,2020-12-31,3,3,3,3,1,5,5,4,-1,2020,High,,1,3.0
PR4526,41EC-F2AA,2020-12-31,5,3,5,1,0,2,5,5,0,2020,High,Poor,1,4.0
PR4527,8462-E88A,2020-12-31,5,4,2,3,2,4,5,4,-1,2020,High,Good,1,4.5
PR4528,B57F-B5CE,2020-12-31,3,2,2,3,2,4,3,3,0,2020,Medium,Good,1,2.5
PR4529,24FA-A637,2020-12-31,3,5,3,2,2,2,3,2,-1,2020,Medium,Poor,1,4.0
PR453,9937-CDF7,2015-01-11,4,4,5,2,0,2,4,3,-1,2015,Medium,Poor,1,4.0
PR4530,B61E-0F26,2021-01-01,5,5,4,2,3,5,4,4,0,2021,Medium,,1,5.0
PR4531,F5E3-48BB,2021-01-01,3,4,4,1,3,2,3,3,0,2021,Medium,Poor,1,3.5
PR4532,C2DD-9D37,2021-01-01,4,5,4,2,2,5,5,5,0,2021,High,,1,4.5
PR4533,DF71-97FB,2021-01-01,3,4,5,3,1,4,3,3,0,2021,Medium,Good,1,3.5
PR4534,2637-BDCD,2021-01-01,5,2,5,2,0,5,4,4,0,2021,Medium,,1,3.5
PR4535,0678-748A,2021-01-02,5,5,5,3,3,2,4,3,-1,2021,Medium,Poor,1,5.0
PR4536,541F-3E19,2021-01-02,4,3,4,1,0,3,4,3,-1,2021,Medium,Average,1,3.5
PR4537,89A6-7EF1,2021-01-02,3,5,5,2,0,5,3,2,-1,2021,Medium,,1,4.0
PR4538,4C66-6E16,2021-01-02,5,2,2,3,0,5,4,4,0,2021,Medium,,1,3.5
PR4539,5609-8585,2021-01-02,4,3,2,3,0,4,4,3,-1,2021,Medium,Good,1,3.5
PR454,CD59-7F94,2015-01-11,4,5,5,3,1,5,3,2,-1,2015,Medium,,1,4.5
PR4540,0C6D-2825,2021-01-02,4,4,5,2,2,2,5,4,-1,2021,High,Poor,1,4.0
PR4541,C0A1-EB7D,2021-01-03,4,2,3,3,1,2,5,4,-1,2021,High,Poor,1,3.0
PR4542,1359-BEE3,2021-01-04,5,5,5,2,2,2,4,3,-1,2021,Medium,Poor,1,5.0
PR4543,D5DA-363A,2021-01-05,5,3,4,1,1,3,3,3,0,2021,Medium,Average,1,4.0
PR4544,66D5-3142,2021-01-05,3,3,3,1,1,3,4,4,0,2021,Medium,Average,1,3.0
PR4545,9E7A-1F70,2021-01-06,4,2,5,3,2,4,5,5,0,2021,High,Good,1,3.0
PR4546,58F5-C8FC,2021-01-06,4,5,4,1,1,2,3,3,0,2021,Medium,Poor,1,4.5
PR4547,3C78-06E7,2021-01-06,4,5,3,3,3,3,5,5,0,2021,High,Average,1,4.5
PR4548,4C72-E72F,2021-01-06,3,5,5,1,0,2,3,2,-1,2021,Medium,Poor,1,4.0
PR4549,C251-2A18,2021-01-07,5,2,3,2,0,5,3,2,-1,2021,Medium,,1,3.5
PR455,8CC3-0C6A,2015-01-11,4,3,2,2,0,2,5,5,0,2015,High,Poor,1,3.5
PR4550,79E4-6632,2021-01-07,3,3,3,1,2,3,3,2,-1,2021,Medium,Average,1,3.0
PR4551,4304-4B4E,2021-01-07,4,3,3,1,0,4,5,5,0,2021,High,Good,1,3.5
PR4552,05ED-92F1,2021-01-08,3,1,1,2,2,4,5,4,-1,2021,High,Good,1,2.0
PR4553,F72D-261D,2021-01-08,4,2,1,2,1,2,3,3,0,2021,Medium,Poor,1,3.0
PR4554,38EB-ADBD,2021-01-08,4,2,1,2,0,2,5,4,-1,2021,High,Poor,1,3.0
PR4555,D106-E487,2021-01-08,1,2,1,1,1,3,5,5,0,2021,High,Average,1,1.5
PR4556,7805-8A7C,2021-01-08,3,5,5,2,0,3,3,2,-1,2021,Medium,Average,1,4.0
PR4557,FAB0-2FF2,2021-01-08,5,5,5,1,1,3,5,4,-1,2021,High,Average,1,5.0
PR4558,8EF9-CECD,2021-01-08,3,5,4,1,0,5,3,2,-1,2021,Medium,,1,4.0
PR4559,774E-685D,2021-01-09,3,4,5,2,1,4,5,4,-1,2021,High,Good,1,3.5
PR456,7839-CA12,2015-01-12,5,5,2,1,0,2,5,5,0,2015,High,Poor,1,5.0
PR4560,9937-CDF7,2021-01-09,3,5,3,3,0,2,3,2,-1,2021,Medium,Poor,1,4.0
PR4561,7839-CA12,2021-01-10,3,5,4,3,1,3,3,3,0,2021,Medium,Average,1,4.0
PR4562,EB66-D679,2021-01-10,5,3,2,2,0,4,5,4,-1,2021,High,Good,1,4.0
PR4563,9591-C955,2021-01-10,4,4,5,2,0,5,4,4,0,2021,Medium,,1,4.0
PR4564,F58A-302D,2021-01-11,4,5,5,2,2,4,3,3,0,2021,Medium,Good,1,4.5
PR4565,12F7-BCBB,2021-01-12,4,3,4,3,0,2,3,2,-1,2021,Medium,Poor,1,3.5
PR4566,D045-B6CA,2021-01-12,3,3,4,2,1,3,5,4,-1,2021,High,Average,1,3.0
PR4567,B340-5AD2,2021-01-12,5,2,4,3,0,2,3,3,0,2021,Medium,Poor,1,3.5
PR4568,CDAC-40FE,2021-01-12,3,1,1,2,1,3,4,4,0,2021,Medium,Average,1,2.0
PR4569,FF14-A43E,2021-01-13,1,3,2,2,1,2,3,3,0,2021,Medium,Poor,1,2.0
PR457,EB66-D679,2015-01-12,4,4,4,1,1,2,4,4,0,2015,Medium,Poor,1,4.0
PR4570,3992-22AD,2021-01-13,2,1,2,1,0,2,4,4,0,2021,Medium,Poor,1,1.5
PR4571,BD94-98E0,2021-01-13,2,3,1,1,2,2,5,5,0,2021,High,Poor,1,2.5
PR4572,02DA-7A72,2021-01-14,2,1,3,1,0,4,4,4,0,2021,Medium,Good,1,1.5
PR4573,28EA-A010,2021-01-14,3,1,3,2,1,3,4,4,0,2021,Medium,Average,1,2.0
PR4574,CBB3-0D7E,2021-01-14,3,3,4,2,1,5,3,2,-1,2021,Medium,,1,3.0
PR4575,C330-DAF4,2021-01-14,4,4,4,3,1,3,3,2,-1,2021,Medium,Average,1,4.0
PR4576,63B8-CCC0,2021-01-14,5,3,3,1,2,3,5,5,0,2021,High,Average,1,4.0
PR4577,79D0-C935,2021-01-14,5,3,3,3,3,4,5,5,0,2021,High,Good,1,4.0
PR4578,2796-828F,2021-01-14,5,2,2,1,0,4,4,3,-1,2021,Medium,Good,1,3.5
PR4579,B48C-47D0,2021-01-15,3,5,5,1,0,4,5,4,-1,2021,High,Good,1,4.0
PR458,12F7-BCBB,2015-01-14,4,5,3,3,0,5,4,4,0,2015,Medium,,1,4.5
PR4580,6DEB-F440,2021-01-15,4,5,3,1,0,4,3,2,-1,2021,Medium,Good,1,4.5
PR4581,EDC5-6FB7,2021-01-15,4,5,3,2,1,3,4,3,-1,2021,Medium,Average,1,4.5
PR4582,32AE-C02F,2021-01-16,4,5,3,3,0,4,5,4,-1,2021,High,Good,1,4.5
PR4583,8A6B-AD5C,2021-01-16,5,2,3,1,1,2,3,3,0,2021,Medium,Poor,1,3.5
PR4584,8D34-EBDF,2021-01-16,3,4,4,3,1,5,4,4,0,2021,Medium,,1,3.5
PR4585,6BAB-8D77,2021-01-16,3,5,5,3,1,3,5,5,0,2021,High,Average,1,4.0
PR4586,6FE1-C8A8,2021-01-17,2,4,3,2,0,1,5,5,0,2021,High,Poor,1,3.0
PR4587,EB8F-204D,2021-01-17,1,2,2,3,1,4,3,2,-1,2021,Medium,Good,1,1.5
PR4588,D921-AC35,2021-01-17,2,1,4,1,1,1,5,4,-1,2021,High,Poor,1,1.5
PR4589,6A8B-EC82,2021-01-17,4,1,4,1,1,2,3,2,-1,2021,Medium,Poor,1,2.5
PR459,D045-B6CA,2015-01-14,3,5,5,3,0,2,3,2,-1,2015,Medium,Poor,1,4.0
PR4590,606E-A262,2021-01-18,4,2,1,1,2,1,4,3,-1,2021,Medium,Poor,1,3.0
PR4591,2374-7581,2021-01-18,3,4,2,2,2,3,3,2,-1,2021,Medium,Average,1,3.5
PR4592,D3EB-610D,2021-01-18,4,4,2,3,0,5,3,3,0,2021,Medium,,1,4.0
PR4593,74B4-CB7A,2021-01-18,4,3,5,2,2,3,3,2,-1,2021,Medium,Average,1,3.5
PR4594,43DD-6998,2021-01-18,3,3,4,1,0,5,3,3,0,2021,Medium,,1,3.0
PR4595,05B0-755F,2021-01-19,3,2,4,2,0,3,5,5,0,2021,High,Average,1,2.5
PR4596,C1E8-5AAB,2021-01-19,3,2,3,3,2,5,4,3,-1,2021,Medium,,1,2.5
PR4597,FB4B-067E,2021-01-19,5,3,2,1,1,4,4,3,-1,2021,Medium,Good,1,4.0
PR4598,45D2-369E,2021-01-20,3,4,4,2,0,5,4,3,-1,2021,Medium,,1,3.5
PR4599,7F1C-20B8,2021-01-20,3,5,2,3,0,2,3,2,-1,2021,Medium,Poor,1,4.0
PR46,B407-ABCA,2013-02-11,5,4,5,2,1,4,3,2,-1,2013,Medium,Good,1,4.5
PR460,FF14-A43E,2015-01-15,5,4,4,1,3,3,3,3,0,2015,Medium,Average,1,4.5
PR4600,F98B-61B3,2021-01-20,5,4,4,3,1,5,5,5,0,2021,High,,1,4.5
PR4601,D4D5-27FB,2021-01-21,3,3,3,1,0,4,5,4,-1,2021,High,Good,1,3.0
PR4602,9C71-61AE,2021-01-21,3,2,4,1,1,5,3,2,-1,2021,Medium,,1,2.5
PR4603,8AAD-FAFB,2021-01-22,5,3,5,1,0,4,3,2,-1,2021,Medium,Good,1,4.0
PR4604,20BA-5868,2021-01-22,1,3,2,2,0,4,3,3,0,2021,Medium,Good,1,2.0
PR4605,45D7-5C8A,2021-01-23,3,1,4,1,1,4,3,2,-1,2021,Medium,Good,1,2.0
PR4606,AB03-8820,2021-01-23,3,1,4,1,0,3,3,3,0,2021,Medium,Average,1,2.0
PR4607,E1FE-67B5,2021-01-23,3,3,3,2,0,2,4,3,-1,2021,Medium,Poor,1,3.0
PR4608,B4E1-4A3E,2021-01-24,4,1,4,1,2,2,3,3,0,2021,Medium,Poor,1,2.5
PR4609,618D-7685,2021-01-25,4,1,2,2,0,4,5,4,-1,2021,High,Good,1,2.5
